date,n_incidents,length_in_meters,delay_in_seconds,latitude,longitude
2019-01-30 07,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-01-30 08,22.0,401.6818181818182,110.22727272727273,41.54965730146928,-8.421211762861772
2019-01-30 09,22.0,466.1363636363636,168.54545454545453,41.5478550304066,-8.422891573472457
2019-01-30 10,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-01-30 11,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-01-30 12,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-01-30 13,11.0,321.72727272727275,84.0909090909091,41.54743367975408,-8.407511971213601
2019-01-30 14,8.0,285.5,31.625,41.54908466339111,-8.405807137489319
2019-01-30 15,9.0,158.55555555555554,53.44444444444444,41.54849200778537,-8.408024681939018
2019-01-30 16,9.0,191.33333333333334,63.55555555555556,41.54908328586154,-8.409001138475206
2019-01-30 17,25.0,414.96,160.12,41.55081756591797,-8.416018676757812
2019-01-30 18,58.0,500.91379310344826,225.27586206896552,41.54610607541841,-8.42534695000484
2019-01-30 19,24.0,367.875,137.79166666666666,41.55133056640624,-8.41811207930247
2019-01-30 20,7.0,237.0,29.142857142857142,41.54838126046317,-8.406760760716029
2019-01-30 21,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-01-30 22,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-01-30 23,7.0,251.28571428571428,5.571428571428571,41.54694856916155,-8.409196172441755
2019-01-31 00,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-01-31 01,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-01-31 02,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-01-31 03,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-01-31 04,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-01-31 05,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-01-31 06,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-01-31 07,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-01-31 08,27.0,481.3333333333333,165.4814814814815,41.554200914171,-8.419012069702148
2019-01-31 09,33.0,488.75757575757575,258.72727272727275,41.55453618367514,-8.422297130931508
2019-01-31 10,5.0,153.6,63.2,41.546004486083994,-8.41153564453125
2019-01-31 11,4.0,117.25,50.75,41.542290687561035,-8.409019231796265
2019-01-31 12,4.0,325.0,12.5,41.54245185852051,-8.412336826324463
2019-01-31 13,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-01-31 14,5.0,158.4,0.0,41.54633407592773,-8.40431900024414
2019-01-31 15,9.0,265.0,59.0,41.54490237765842,-8.415452109442818
2019-01-31 16,8.0,222.375,35.375,41.54780673980713,-8.409257054328918
2019-01-31 17,27.0,483.85185185185185,160.7037037037037,41.547779648392286,-8.423553502118146
2019-01-31 18,59.0,484.6271186440678,188.4915254237288,41.54568158165883,-8.425973277980999
2019-01-31 19,21.0,396.3333333333333,170.04761904761904,41.54298291887556,-8.420680954342796
2019-01-31 20,6.0,176.0,0.0,41.54747009277344,-8.404520988464355
2019-01-31 21,6.0,176.0,0.0,41.54747009277344,-8.404520988464355
2019-01-31 22,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-01-31 23,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-01 00,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-01 01,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-01 02,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-01 03,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-01 04,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-01 05,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-01 06,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-01 07,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-01 08,25.0,414.92,144.96,41.55292724609375,-8.417250328063965
2019-02-01 09,23.0,376.1304347826087,200.56521739130434,41.55644226074219,-8.414153596629268
2019-02-01 10,4.0,73.25,0.0,41.54545593261719,-8.401939868927002
2019-02-01 11,7.0,96.42857142857143,18.285714285714285,41.549498966761995,-8.403583526611328
2019-02-01 12,7.0,150.57142857142858,32.142857142857146,41.54339327130999,-8.407857758658272
2019-02-01 13,13.0,185.3846153846154,88.15384615384616,41.55009167010967,-8.409197367154635
2019-02-01 14,9.0,190.77777777777777,60.666666666666664,41.548836178249786,-8.4117554558648
2019-02-01 15,5.0,144.0,90.6,41.543547821044925,-8.411998748779297
2019-02-01 16,10.0,320.0,97.7,41.55465965270996,-8.40965919494629
2019-02-01 17,32.0,434.84375,153.84375,41.5439510345459,-8.423251301050186
2019-02-01 18,52.0,467.6923076923077,190.96153846153845,41.54401045579176,-8.427861818900475
2019-02-01 19,18.0,451.6111111111111,123.22222222222223,41.5389149983724,-8.427028603023953
2019-02-01 20,7.0,127.85714285714286,27.142857142857142,41.54320253644671,-8.407961981637138
2019-02-01 21,6.0,58.5,0.0,41.54912185668945,-8.400368690490723
2019-02-01 22,6.0,58.5,0.0,41.54912185668945,-8.400368690490723
2019-02-01 23,6.0,58.5,0.0,41.54912185668945,-8.400368690490723
2019-02-02 00,6.0,58.5,0.0,41.54912185668945,-8.400368690490723
2019-02-02 01,6.0,58.5,0.0,41.54912185668945,-8.400368690490723
2019-02-02 02,6.0,58.5,0.0,41.54912185668945,-8.400368690490723
2019-02-02 03,6.0,58.5,0.0,41.54912185668945,-8.400368690490723
2019-02-02 04,6.0,58.5,0.0,41.54912185668945,-8.400368690490723
2019-02-02 05,6.0,58.5,0.0,41.54912185668945,-8.400368690490723
2019-02-02 06,6.0,58.5,0.0,41.54912185668945,-8.400368690490723
2019-02-02 07,6.0,58.5,0.0,41.54912185668945,-8.400368690490723
2019-02-02 08,6.0,58.5,0.0,41.54912185668945,-8.400368690490723
2019-02-02 09,6.0,58.5,0.0,41.54912185668945,-8.400368690490723
2019-02-02 10,6.0,58.5,0.0,41.54912185668945,-8.400368690490723
2019-02-02 11,10.0,151.2,74.4,41.55035629272461,-8.406030368804931
2019-02-02 12,11.0,155.45454545454547,31.09090909090909,41.55112075805664,-8.40547665682706
2019-02-02 13,9.0,127.0,0.0,41.55046463012695,-8.402089436848959
2019-02-02 14,9.0,127.0,0.0,41.55046463012695,-8.402089436848959
2019-02-02 15,9.0,140.0,0.0,41.550521002875435,-8.40196450551351
2019-02-02 16,10.0,169.2,18.9,41.550751495361325,-8.402414226531983
2019-02-02 17,9.0,166.0,0.0,41.5506337483724,-8.401714642842611
2019-02-02 18,11.0,178.45454545454547,26.363636363636363,41.5519870411266,-8.404652508822354
2019-02-02 19,9.0,166.0,0.0,41.5506337483724,-8.401714642842611
2019-02-02 20,9.0,166.0,0.0,41.5506337483724,-8.401714642842611
2019-02-02 21,9.0,166.0,0.0,41.5506337483724,-8.401714642842611
2019-02-02 22,9.0,166.0,0.0,41.5506337483724,-8.401714642842611
2019-02-02 23,9.0,166.0,0.0,41.5506337483724,-8.401714642842611
2019-02-03 00,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 01,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 02,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 03,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 04,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 05,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 06,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 07,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 08,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 09,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 10,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 11,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 12,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 13,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 14,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 15,9.0,352.44444444444446,91.44444444444444,41.54721111721463,-8.413713879055447
2019-02-03 16,10.0,270.2,93.9,41.5506175994873,-8.40354881286621
2019-02-03 17,7.0,247.0,23.428571428571427,41.54916490827288,-8.405870028904506
2019-02-03 18,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 19,4.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 20,2.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 21,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 22,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-03 23,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-04 00,6.0,166.0,0.0,41.5506337483724,-8.401714642842611
2019-02-04 01,9.0,166.0,0.0,41.5506337483724,-8.401714642842611
2019-02-04 02,9.0,166.0,0.0,41.5506337483724,-8.401714642842611
2019-02-04 03,9.0,166.0,0.0,41.5506337483724,-8.401714642842611
2019-02-04 04,9.0,166.0,0.0,41.5506337483724,-8.401714642842611
2019-02-04 05,9.0,166.0,0.0,41.5506337483724,-8.401714642842611
2019-02-04 06,9.0,166.0,0.0,41.5506337483724,-8.401714642842611
2019-02-04 07,9.0,166.0,0.0,41.5506337483724,-8.401714642842611
2019-02-04 08,18.0,409.77777777777777,98.16666666666667,41.55626106262207,-8.414666493733725
2019-02-04 09,30.0,411.93333333333334,217.96666666666667,41.548139572143555,-8.414879035949706
2019-02-04 10,10.0,225.3,75.8,41.54790229797363,-8.402088069915772
2019-02-04 11,10.0,182.5,81.5,41.54937820434569,-8.405782318115234
2019-02-04 12,8.0,129.5,41.0,41.54929161071777,-8.403860688209534
2019-02-04 13,8.0,133.625,47.625,41.548780441284165,-8.401555061340332
2019-02-04 14,17.0,314.7647058823529,119.0,41.54527888578528,-8.412555862875546
2019-02-04 15,7.0,121.0,38.714285714285715,41.54880196707588,-8.401014736720494
2019-02-04 16,7.0,127.42857142857143,20.714285714285715,41.54710933140346,-8.405622346060616
2019-02-04 17,22.0,318.8181818181818,124.4090909090909,41.54627574573863,-8.420696822079746
2019-02-04 18,62.0,473.43548387096774,201.9516129032258,41.54592200248473,-8.426358392161708
2019-02-04 19,30.0,436.5,180.43333333333334,41.5456605275472,-8.420987510681153
2019-02-04 20,4.0,161.25,0.0,41.54475688934326,-8.403734922409058
2019-02-04 21,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-04 22,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-04 23,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-05 00,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-05 01,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-05 02,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-05 03,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-05 04,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-05 05,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-05 06,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-05 07,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-05 08,28.0,461.0357142857143,154.07142857142858,41.55352742331369,-8.417895078659058
2019-02-05 09,73.0,551.3287671232877,329.73972602739724,41.554091362104025,-8.416357889567337
2019-02-05 10,25.0,486.2,263.64,41.55666961669922,-8.412647323608399
2019-02-05 11,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-05 12,10.0,368.2,154.6,41.548241424560544,-8.410745334625243
2019-02-05 13,12.0,649.5833333333334,280.9166666666667,41.54936154683431,-8.41462810834249
2019-02-05 14,14.0,357.2857142857143,153.85714285714286,41.545287540980745,-8.41752815246582
2019-02-05 15,11.0,452.6363636363636,123.9090909090909,41.54169880260121,-8.421381603587758
2019-02-05 16,8.0,365.25,173.5,41.54781436920166,-8.41331148147583
2019-02-05 17,22.0,343.59090909090907,162.22727272727272,41.54923369667747,-8.417227051474832
2019-02-05 18,56.0,481.51785714285717,206.91071428571428,41.54383529935564,-8.4282625743321
2019-02-05 19,32.0,459.4375,159.65625,41.54994094371796,-8.421580374240875
2019-02-05 20,7.0,255.42857142857142,36.857142857142854,41.5489136832101,-8.40361281803676
2019-02-05 21,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-05 22,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-05 23,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-06 00,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-06 01,4.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-06 02,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-06 03,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-06 04,2.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-06 05,2.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-06 06,4.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-06 07,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-06 08,33.0,442.54545454545456,165.42424242424244,41.55133137558446,-8.419022126631303
2019-02-06 09,37.0,402.5405405405405,192.72972972972974,41.55030905233847,-8.419781839525378
2019-02-06 10,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-06 11,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-06 12,4.0,129.0,33.25,41.54442405700684,-8.408526420593262
2019-02-06 13,5.0,214.6,55.6,41.54252014160157,-8.414272117614747
2019-02-06 14,5.0,340.0,37.2,41.548414611816405,-8.407215881347657
2019-02-06 15,4.0,227.25,38.75,41.53999328613281,-8.411994457244873
2019-02-06 16,5.0,261.2,93.4,41.54726028442383,-8.409030151367187
2019-02-06 17,18.0,455.1666666666667,152.22222222222223,41.54611693488227,-8.419814003838432
2019-02-06 18,50.0,537.8,219.96,41.54778312683106,-8.423640041351318
2019-02-06 19,28.0,572.3928571428571,203.60714285714286,41.5475640978132,-8.419987031391688
2019-02-06 20,4.0,142.0,48.75,41.544303894042976,-8.408523082733154
2019-02-06 21,4.0,88.0,0.0,41.54475688934326,-8.403734922409058
2019-02-06 22,6.0,136.83333333333334,0.0,41.5477237701416,-8.403958797454834
2019-02-06 23,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-07 00,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-07 01,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-07 02,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-07 03,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-07 04,4.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-07 05,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-07 06,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-07 07,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-07 08,25.0,461.4,155.32,41.550365600585934,-8.42124137878418
2019-02-07 09,31.0,379.35483870967744,204.25806451612902,41.54878296390657,-8.422193434930616
2019-02-07 10,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-07 11,5.0,304.0,65.4,41.54339447021484,-8.404006195068359
2019-02-07 12,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-07 13,8.0,250.875,129.25,41.54460811614989,-8.41007685661316
2019-02-07 14,8.0,394.625,106.875,41.54330110549927,-8.409972429275513
2019-02-07 15,6.0,293.0,117.66666666666667,41.54558881123861,-8.406658013661703
2019-02-07 16,8.0,282.125,140.0,41.54790544509888,-8.408737778663635
2019-02-07 17,25.0,402.52,185.76,41.54823135375977,-8.41631851196289
2019-02-07 18,63.0,467.12698412698415,193.96825396825398,41.54707742115808,-8.425478723314074
2019-02-07 19,34.0,433.3235294117647,157.88235294117646,41.54480115105124,-8.427442186019
2019-02-07 20,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-07 21,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-07 22,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-07 23,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-08 00,4.0,234.75,8.0,41.533888816833496,-8.413776874542236
2019-02-08 01,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-08 02,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-08 03,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-08 04,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-08 05,3.0,88.0,0.0,41.54179000854492,-8.403511047363281
2019-02-08 06,6.0,176.0,0.0,41.54747009277344,-8.404520988464355
2019-02-08 07,6.0,176.0,0.0,41.54747009277344,-8.404520988464355
2019-02-08 08,21.0,386.5238095238095,114.0,41.55220013573056,-8.419019835335869
2019-02-08 09,16.0,324.0,118.9375,41.546626806259155,-8.415525197982788
2019-02-08 10,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-08 11,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-08 12,7.0,244.42857142857142,23.428571428571427,41.548312595912385,-8.406758853367396
2019-02-08 13,7.0,273.57142857142856,24.571428571428573,41.546052660260884,-8.40857560294015
2019-02-08 14,10.0,290.9,59.6,41.54632148742676,-8.413179969787597
2019-02-08 15,12.0,381.5833333333333,106.25,41.54110876719157,-8.419206539789835
2019-02-08 16,9.0,265.77777777777777,57.44444444444444,41.55003992716471,-8.409229384528267
2019-02-08 17,42.0,551.6666666666666,205.4047619047619,41.54602205185663,-8.42487993694487
2019-02-08 18,88.0,537.1363636363636,234.47727272727272,41.54475129734386,-8.428516387939453
2019-02-08 19,42.0,501.3333333333333,206.85714285714286,41.54759198143368,-8.423671881357828
2019-02-08 20,10.0,257.9,60.1,41.55266914367676,-8.407415771484375
2019-02-08 21,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-08 22,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-08 23,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 00,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 01,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 02,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 03,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 04,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 05,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 06,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 07,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 08,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 09,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 10,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 11,12.0,290.5,121.75,41.55106004079183,-8.41165280342102
2019-02-09 12,12.0,258.0,100.66666666666667,41.550732930501304,-8.411251624425253
2019-02-09 13,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 14,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 15,7.0,238.71428571428572,31.0,41.549188886369976,-8.40593923841204
2019-02-09 16,7.0,235.42857142857142,17.714285714285715,41.54765265328543,-8.403019087655204
2019-02-09 17,7.0,226.28571428571428,25.428571428571427,41.54975836617606,-8.4045318875994
2019-02-09 18,6.0,459.3333333333333,70.16666666666667,41.543603261311844,-8.422045548756918
2019-02-09 19,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 20,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 21,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 22,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-09 23,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 00,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 01,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 02,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 03,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 04,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 05,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 06,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 07,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 08,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 09,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 10,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 11,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 12,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 13,7.0,234.42857142857142,30.714285714285715,41.547274998256135,-8.406581061226982
2019-02-10 14,12.0,481.5,135.33333333333334,41.55428155263265,-8.41180682182312
2019-02-10 15,12.0,354.0833333333333,103.75,41.551454861958824,-8.41753101348877
2019-02-10 16,11.0,236.1818181818182,66.81818181818181,41.55380630493164,-8.408660195090555
2019-02-10 17,22.0,502.40909090909093,176.0909090909091,41.55973746559837,-8.42382899197665
2019-02-10 18,24.0,497.3333333333333,182.0,41.55531724294027,-8.424941142400106
2019-02-10 19,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 20,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 21,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 22,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-10 23,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-11 00,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-11 01,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
2019-02-11 02,6.0,234.5,0.0,41.5477237701416,-8.403958797454834
